disorder_id,orpha_code,disorder_name,gene_symbol,gene_name,gene_type,gene_locus,association_type,association_status,source_of_validation
19167,231169,Usher syndrome type 1,USH1G,USH1 protein network component sans,gene with protein product,17q25.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301442[PMID]
19167,231169,Usher syndrome type 1,MYO7A,myosin VIIA,gene with protein product,11q13.5,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301442[PMID]
19167,231169,Usher syndrome type 1,PCDH15,protocadherin related 15,gene with protein product,10q21.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301442[PMID]
19167,231169,Usher syndrome type 1,USH1E,"Usher syndrome 1E (autosomal recessive, severe)",Disorder-associated locus,21q21,Disease-causing germline mutation(s) in,Assessed,20301442[PMID]
19167,231169,Usher syndrome type 1,USH1H,Usher syndrome 1H (autosomal recessive),Disorder-associated locus,15q22-q23,Disease-causing germline mutation(s) in,Assessed,20301442[PMID]
19167,231169,Usher syndrome type 1,CIB2,calcium and integrin binding family member 2,gene with protein product,15q25.1,Disease-causing germline mutation(s) in,Assessed,23023331[PMID]_20301442[PMID]
19167,231169,Usher syndrome type 1,ESPN,espin,gene with protein product,1p36.31,Disease-causing germline mutation(s) in,Assessed,29572253[PMID]
19161,231140,Silver-Russell syndrome due to an imprinting defect of 11p15,IGF2,insulin like growth factor 2,gene with protein product,11p15.5,Role in the phenotype of,Assessed,33236057[PMID]
19161,231140,Silver-Russell syndrome due to an imprinting defect of 11p15,H19,H19 imprinted maternally expressed transcript,Non-coding RNA,11p15.5,Role in the phenotype of,Assessed,19675668[PMID]
19162,231144,Silver-Russell syndrome due to 11p15 microduplication,H19,H19 imprinted maternally expressed transcript,Non-coding RNA,11p15.5,Role in the phenotype of,Assessed,28592837[PMID]
19162,231144,Silver-Russell syndrome due to 11p15 microduplication,IGF2,insulin like growth factor 2,gene with protein product,11p15.5,Role in the phenotype of,Assessed,20503324[PMID]
19156,231120,Beckwith-Wiedemann syndrome due to CDKN1C mutation,CDKN1C,cyclin dependent kinase inhibitor 1C,gene with protein product,11p15.4,Disease-causing germline mutation(s) (loss of function) in,Assessed,26077438[PMID]_20803657[PMID]_20301568[PMID]
19158,231127,Beckwith-Wiedemann syndrome due to 11p15 microdeletion,H19,H19 imprinted maternally expressed transcript,Non-coding RNA,11p15.5,Role in the phenotype of,Assessed,15314640[PMID]
19153,231108,Rhabdoid tumor predisposition syndrome,SMARCB1,SWI/SNF related BAF chromatin remodeling complex subunit B1,gene with protein product,22q11.23,Disease-causing germline mutation(s) (loss of function) in,Assessed,10521299[PMID]
19153,231108,Rhabdoid tumor predisposition syndrome,SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4,gene with protein product,19p13.2,Disease-causing germline mutation(s) in,Assessed,20137775[PMID]_21566516[PMID]
19155,231117,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15,H19,H19 imprinted maternally expressed transcript,Non-coding RNA,11p15.5,Role in the phenotype of,Assessed,21863054[PMID]_20803657[PMID]_20301568[PMID]
19155,231117,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15,KCNQ1OT1,KCNQ1 opposite strand/antisense transcript 1,Non-coding RNA,11p15.5,Role in the phenotype of,Assessed,12019213[PMID]_20803657[PMID]_20301568[PMID]
19155,231117,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15,IGF2,insulin like growth factor 2,gene with protein product,11p15.5,Role in the phenotype of,Assessed,21863054[PMID]_20803657[PMID]_20301568[PMID]
19148,231040,Familial generalized lentiginosis,SASH1,SAM and SH3 domain containing 1,gene with protein product,6q24.3-q25.1,Disease-causing germline mutation(s) in,Assessed,26203640[PMID]
3599,3318,Essential thrombocythemia,TET2,tet methylcytosine dioxygenase 2,gene with protein product,4q24,Biomarker tested in,Assessed,19262601[PMID]_23781511[PMID]
3599,3318,Essential thrombocythemia,JAK2,Janus kinase 2,gene with protein product,9p24.1,Disease-causing somatic mutation(s) in,Assessed,21653328[PMID]_21825979[PMID]
3599,3318,Essential thrombocythemia,MPL,"MPL proto-oncogene, thrombopoietin receptor",gene with protein product,1p34.2,Disease-causing somatic mutation(s) in,Assessed,
3599,3318,Essential thrombocythemia,CALR,calreticulin,gene with protein product,19p13.13,Disease-causing somatic mutation(s) in,Assessed,24325256[PMID]_24325359[PMID]
3599,3318,Essential thrombocythemia,SH2B3,SH2B adaptor protein 3,gene with protein product,12q24.12,Disease-causing somatic mutation(s) in,Assessed,21653328[PMID]_21825979[PMID]
3599,3318,Essential thrombocythemia,TP53,tumor protein p53,gene with protein product,17p13.1,Biomarker tested in,Assessed,9258660[PMID]_21653328[PMID]_20068225[PMID]
19145,230857,Ehlers-Danlos/osteogenesis imperfecta syndrome,COL1A1,collagen type I alpha 1 chain,gene with protein product,17q21.33,Disease-causing germline mutation(s) in,Assessed,15728585[PMID]_23692737[PMID]_25674388[PMID]
19145,230857,Ehlers-Danlos/osteogenesis imperfecta syndrome,COL1A2,collagen type I alpha 2 chain,gene with protein product,7q21.3,Disease-causing germline mutation(s) in,Assessed,23692737[PMID]
19144,230851,Cardiac-valvular Ehlers-Danlos syndrome,COL1A2,collagen type I alpha 2 chain,gene with protein product,7q21.3,Disease-causing germline mutation(s) in,Assessed,15077201[PMID]_16816023[PMID]
3590,82,Hereditary thrombophilia due to congenital antithrombin deficiency,SERPINC1,serpin family C member 1,gene with protein product,1q25.1,Disease-causing germline mutation(s) in,Assessed,24684277[PMID]
19142,230839,Classical-like Ehlers-Danlos syndrome type 1,TNXB,tenascin XB,gene with protein product,6p21.33-p21.32,Disease-causing germline mutation(s) in,Assessed,11642233[PMID]
19260,238269,AApoAII amyloidosis,APOA2,apolipoprotein A2,gene with protein product,1q23.3,Disease-causing germline mutation(s) in,Assessed,11401442[PMID]
19263,238446,15q11q13 microduplication syndrome,UBE3A,ubiquitin protein ligase E3A,gene with protein product,15q11.2,Role in the phenotype of,Assessed,25884337[PMID]
19262,238329,Severe X-linked mitochondrial encephalomyopathy,AIFM1,apoptosis inducing factor mitochondria associated 1,gene with protein product,Xq26.1,Disease-causing germline mutation(s) in,Assessed,20362274[PMID]
19201,231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,COL7A1,collagen type VII alpha 1 chain,gene with protein product,3p21.31,Disease-causing germline mutation(s) (loss of function) in,Assessed,
4043,1900,Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",gene with protein product,1p36.22,Disease-causing germline mutation(s) in,Assessed,15979919[PMID]_20301635[PMID]
19210,231671,Isolated growth hormone deficiency type IB,GH1,growth hormone 1,gene with protein product,17q23.3,Disease-causing germline mutation(s) in,Assessed,19762173[PMID]_22139958[PMID]
4042,286,Vascular Ehlers-Danlos syndrome,COL3A1,collagen type III alpha 1 chain,gene with protein product,2q32.2,Disease-causing germline mutation(s) in,Assessed,20301667[PMID]
19211,231679,Isolated growth hormone deficiency type II,GH1,growth hormone 1,gene with protein product,17q23.3,Disease-causing germline mutation(s) in,Assessed,19762173[PMID]_22139958[PMID]
19211,231679,Isolated growth hormone deficiency type II,POU1F1,POU class 1 homeobox 1,gene with protein product,3p11.2,Disease-causing germline mutation(s) (gain of function) in,Assessed,26612202[PMID]
19209,231662,Isolated growth hormone deficiency type IA,GH1,growth hormone 1,gene with protein product,17q23.3,Disease-causing germline mutation(s) in,Assessed,19762173[PMID]_22139958[PMID]
19209,231662,Isolated growth hormone deficiency type IA,RNPC3,"RNA binding region (RNP1, RRM) containing 3",gene with protein product,1p21.1,Disease-causing germline mutation(s) in,Assessed,24480542[PMID]
4046,257,Epidermolysis bullosa simplex with muscular dystrophy,PLEC,plectin,gene with protein product,8q24.3,Disease-causing germline mutation(s) in,Assessed,20052759[PMID]
4045,1901,Dermatosparaxis Ehlers-Danlos syndrome,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,gene with protein product,5q35.3,Disease-causing germline mutation(s) in,Assessed,10417273[PMID]
4045,1901,Dermatosparaxis Ehlers-Danlos syndrome,ADAMTSL2,ADAMTS like 2,gene with protein product,9q34.2,Disease-causing germline mutation(s) in,Assessed,33369194[PMID]
19213,231720,Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome,LHX3,LIM homeobox 3,gene with protein product,9q34.3,Disease-causing germline mutation(s) in,Assessed,10835633[PMID]_19762173[PMID]
4044,1899,Arthrochalasia Ehlers-Danlos syndrome,COL1A2,collagen type I alpha 2 chain,gene with protein product,7q21.3,Disease-causing germline mutation(s) in,Assessed,9295084[PMID]_8071956[PMID]
4044,1899,Arthrochalasia Ehlers-Danlos syndrome,COL1A1,collagen type I alpha 1 chain,gene with protein product,17q21.33,Disease-causing germline mutation(s) in,Assessed,9295084[PMID]_1867198[PMID]
4048,839,"Congenital nephrotic syndrome, Finnish type",NPHS1,"NPHS1 adhesion molecule, nephrin",gene with protein product,19q13.12,Disease-causing germline mutation(s) in,Assessed,9660941[PMID]
4054,531,Miller-Dieker syndrome,HIC1,HIC ZBTB transcriptional repressor 1,gene with protein product,17p13.3,Candidate gene tested in,Not yet assessed,10072440[PMID]_10655551[PMID]
4054,531,Miller-Dieker syndrome,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,gene with protein product,17p13.3,Role in the phenotype of,Assessed,19584063[PMID]
4054,531,Miller-Dieker syndrome,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,gene with protein product,17p13.3,Role in the phenotype of,Assessed,12621583[PMID]
4057,452,X-linked lissencephaly with abnormal genitalia,ARX,aristaless related homeobox,gene with protein product,Xp21.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,12379852[PMID]_12874405[PMID]
19302,238763,Glaucoma secondary to spherophakia/ectopia lentis and megalocornea,LTBP2,latent transforming growth factor beta binding protein 2,gene with protein product,14q24.3,Disease-causing germline mutation(s) in,Assessed,20179738[PMID]_22025892[PMID]
19298,238722,Familial congenital mirror movements,DNAL4,dynein axonemal light chain 4,gene with protein product,22q13.1,Disease-causing germline mutation(s) in,Assessed,25098561[PMID]
19298,238722,Familial congenital mirror movements,RAD51,RAD51 recombinase,gene with protein product,15q15.1,Disease-causing germline mutation(s) in,Assessed,22305526[PMID]
19298,238722,Familial congenital mirror movements,DCC,DCC netrin 1 receptor,gene with protein product,18q21.2,Disease-causing germline mutation(s) in,Assessed,20431009[PMID]
19298,238722,Familial congenital mirror movements,NTN1,netrin 1,gene with protein product,17p13.1,Disease-causing germline mutation(s) in,Assessed,28945198[PMID]
19305,238769,1q44 microdeletion syndrome,HNRNPU,heterogeneous nuclear ribonucleoprotein U,gene with protein product,1q44,Role in the phenotype of,Assessed,28283832[PMID]
19269,238505,Combined immunodeficiency due to CD27 deficiency,CD27,CD27 molecule,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,22197273[PMID]
19267,238475,Familial hypercholanemia,EPHX1,epoxide hydrolase 1,gene with protein product,1q42.12,Disease-causing germline mutation(s) in,Assessed,12878321[PMID]_25992604[PMID]
19267,238475,Familial hypercholanemia,TJP2,tight junction protein 2,gene with protein product,9q21.11,Disease-causing germline mutation(s) in,Assessed,12704386[PMID]
19267,238475,Familial hypercholanemia,BAAT,bile acid-CoA:amino acid N-acyltransferase,gene with protein product,9q31.1,Disease-causing germline mutation(s) in,Assessed,12704386[PMID]
19267,238475,Familial hypercholanemia,SLC10A1,solute carrier family 10 member 1,gene with protein product,14q24.1,Disease-causing germline mutation(s) in,Assessed,28835676[PMID]
19264,238455,Infantile dystonia-parkinsonism,SLC6A3,solute carrier family 6 member 3,gene with protein product,5p15.33,Disease-causing germline mutation(s) in,Assessed,
19265,238459,SLC35A1-CDG,SLC35A1,solute carrier family 35 member A1,gene with protein product,6q15,Disease-causing germline mutation(s) in,Assessed,20301507[PMID]
19278,238578,Familial clubfoot due to 17q23.1q23.2 microduplication,TBX4,T-box transcription factor 4,gene with protein product,17q23.2,Role in the phenotype of,Assessed,20598276[PMID]
19276,238557,Chuvash erythrocytosis,VHL,von Hippel-Lindau tumor suppressor,gene with protein product,3p25.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,11987242[PMID]_24115288[PMID]
19277,238569,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,IL10,interleukin 10,gene with protein product,1q32.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,22549091[PMID]
19277,238569,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,IL10RA,interleukin 10 receptor subunit alpha,gene with protein product,11q23.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,22549091[PMID]
19277,238569,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,IL10RB,interleukin 10 receptor subunit beta,gene with protein product,21q22.11,Disease-causing germline mutation(s) (loss of function) in,Assessed,22549091[PMID]
19272,238523,Atypical hypotonia-cystinuria syndrome,SLC3A1,solute carrier family 3 member 1,gene with protein product,2p21,Role in the phenotype of,Assessed,18234729[PMID]
19272,238523,Atypical hypotonia-cystinuria syndrome,PREPL,prolyl endopeptidase like,gene with protein product,2p21,Role in the phenotype of,Assessed,18234729[PMID]
19272,238523,Atypical hypotonia-cystinuria syndrome,CAMKMT,calmodulin-lysine N-methyltransferase,gene with protein product,2p21,Role in the phenotype of,Assessed,18234729[PMID]
19282,238613,Beckwith-Wiedemann syndrome due to NSD1 mutation,NSD1,nuclear receptor binding SET domain protein 1,gene with protein product,5q35.3,Disease-causing germline mutation(s) in,Assessed,14997421[PMID]
19293,238670,Isolated thyrotropin-releasing hormone deficiency,TRH,thyrotropin releasing hormone,gene with protein product,3q22.1,Candidate gene tested in,Not yet assessed,20687402[PMID]
19331,240071,Classic progressive supranuclear palsy syndrome,MAPT,microtubule associated protein tau,gene with protein product,17q21.31,Major susceptibility factor in,Assessed,
19335,240112,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,MAPT,microtubule associated protein tau,gene with protein product,17q21.31,Major susceptibility factor in,Assessed,
19334,240103,Progressive supranuclear palsy-corticobasal syndrome,MAPT,microtubule associated protein tau,gene with protein product,17q21.31,Major susceptibility factor in,Assessed,
19333,240094,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,MAPT,microtubule associated protein tau,gene with protein product,17q21.31,Major susceptibility factor in,Assessed,
19332,240085,Progressive supranuclear palsy-predominant parkinsonism syndrome,MAPT,microtubule associated protein tau,gene with protein product,17q21.31,Major susceptibility factor in,Assessed,
